refs_before,vectors,accurated,changed
"{'Beitzah 37a', 'JTmock Pesachim 3:3:10'}","{'Shabbat 117b:5', 'Shabbat 124a:15', 'Shabbat 117b:6', 'Shabbat 124a:16', 'JTmock Beitzah 3:4:3', 'Tosefta Beitzah (Lieberman) 3.2'}","{('JTmock Pesachim 3:3:10', 'Beitzah 37a:10-14'), ('JTmock Pesachim 3:3:10', 'Beitzah 37a:9-10'), ('JTmock Pesachim 3:3:10', 'Beitzah 37a:11-12')}",False
"{'Yevamot 42b', 'JTmock Pesachim 3:3:11'}",{'Bava Kamma 102a.14'},set(),True
"{'Bava Kamma 102a', 'JTmock Pesachim 3:3:11'}","{'Avodah Zarah 7a:2', 'Avodah Zarah 7a:8', 'Avodah Zarah 7a:5', 'Avodah Zarah 7a:6', 'Yevamot 42b:9', 'Avodah Zarah 7a:7'}","{('JTmock Pesachim 3:3:11', 'Bava Kamma 102a:14'), ('JTmock Pesachim 3:3:11', 'Bava Kamma 102a:15-17'), ('JTmock Pesachim 3:3:11', 'Bava Kamma 102a:10')}",False
"{'Avodah Zarah 7a', 'JTmock Pesachim 3:3:11'}","{'Bava Kamma 102a.10', 'Bava Kamma 102a:16', 'Bava Kamma 102a:15', 'Bava Kamma 102a.14', 'Bava Kamma 102a:17'}","{('JTmock Pesachim 3:3:11', 'Avodah Zarah 7a:5'), ('JTmock Pesachim 3:3:11', 'Avodah Zarah 7a:2'), ('JTmock Pesachim 3:3:11', 'Avodah Zarah 7a:6-8')}",False
"{'Yevamot 70b', 'JTmock Pesachim 3:7:3'}",{'Exodus 12:48'},set(),True
"{'JTmock Pesachim 4:1:3', 'Taanit 27a'}",{'Mishnah Taanit 4.2'},set(),True
"{'JTmock Pesachim 4:1:4', 'Arakhin 11a'}",{'Numbers 8:19'},set(),True
"{'Moed Katan 13b', 'JTmock Pesachim 4:1:11'}",{'Mishnah Moed Katan 2.5'},set(),True
"{'JTmock Pesachim 4:1:13', 'Yevamot 13b'}",{'Deuteronomy 14.1'},set(),True
"{'JTmock Pesachim 4:3:2', 'Avodah Zarah 14b'}",{'Mishnah Avodah Zarah 2.1'},set(),True
"{'JTmock Pesachim 4:3:5', 'Bekhorot 2a'}",{'Tosefta Bekhorot 2:1'},set(),True
"{'Avodah Zarah 16a', 'JTmock Pesachim 4:3:6'}","{'Bekhorot 2b:9', 'Bekhorot 2b:10'}",set(),True
"{'JTmock Pesachim 4:3:6', 'Bekhorot 2b'}","{'Avodah Zarah 16a:7', 'Avodah Zarah 16a:8'}",set(),True
"{'JTmock Pesachim 4:3:6', 'Bekhorot 2a'}",{'Mishnah Bekhorot 1.1'},set(),True
"{'Shabbat 94a', 'JTmock Pesachim 4:3:7'}",{'Avodah Zarah 16a:5'},set(),True
"{'Avodah Zarah 16a', 'JTmock Pesachim 4:3:7'}",{'Shabbat 94a.3'},set(),True
"{'Avodah Zarah 16b', 'JTmock Pesachim 4:3:7'}",{'Tosefta Avodah Zarah 2:1'},set(),True
"{'JTmock Pesachim 4:4:3-4', 'Shabbat 114b'}",{'Exodus 16.23'},set(),True
"{'JTmock Pesachim 4:7:2', 'Pesachim 55b'}",{'Tosefta Pesachim (Lieberman) 3.18'},set(),True
"{'Pesachim 56a', 'JTmock Pesachim 4:9:2'}",{'Tosefta Pesachim (Lieberman) 3.19'},set(),True
"{'Pesachim 56a', 'JTmock Pesachim 4:9:3'}","{'Tosefta Pesachim (Lieberman) 3.19', 'Deuteronomy 6.4'}","{('JTmock Pesachim 4:9:3', 'Pesachim 56a:5'), ('JTmock Pesachim 4:9:3', 'Pesachim 56a:10')}",False
"{'Arakhin 21a', 'JTmock Pesachim 4:9:7'}","{'Tosefta Bava Metzia (Lieberman) 9.33', 'Tosefta Bava Metzia (Lieberman) 8.30'}",set(),True
"{'Pesachim 56b', 'JTmock Pesachim 4:9:9'}",{'Mishnah Peah 1.4'},set(),True
"{'Pesachim 58a', 'JTmock Pesachim 5:1:3'}",{'Numbers 28.4'},set(),True
"{'Zevachim 11b', 'JTmock Pesachim 5:1:3'}","{'Numbers 28.4', 'Exodus 12.6'}","{('JTmock Pesachim 5:1:3', 'Zevachim 11b:25'), ('JTmock Pesachim 5:1:3', 'Zevachim 11b:23')}",False
"{'JTmock Pesachim 5:1:6', 'Pesachim 58a'}",{'Numbers 28.4'},set(),True
"{'Pesachim 59a', 'JTmock Pesachim 5:1:6-7'}","{'Numbers 28.4', 'Exodus 12.6', 'Deuteronomy 16.6'}","{('JTmock Pesachim 5:1:6-7', 'Pesachim 59a:9'), ('JTmock Pesachim 5:1:6', 'Pesachim 59a:1')}",False
"{'Pesachim 59a', 'JTmock Pesachim 5:1:6-7'}","{'Numbers 28.4', 'Deuteronomy 16.6'}","{('JTmock Pesachim 5:1:6-7', 'Pesachim 59a:9'), ('JTmock Pesachim 5:1:7', 'Pesachim 59a:1')}",False
"{'Pesachim 58b', 'JTmock Pesachim 5:1:9'}",{'Leviticus 6.5'},set(),True
"{'Pesachim 59a', 'JTmock Pesachim 5:1:9'}",{'Tosefta Pesachim (Lieberman) 4.2'},set(),True
"{'Sifrei Bamidbar 143', 'JTmock Pesachim 5:1:9'}",{'Tosefta Pesachim (Lieberman) 4.2'},set(),True
"{'JTmock Pesachim 5:2:2', 'Zevachim 7b'}","{'Exodus 12:27', 'Deuteronomy 16.1'}","{('JTmock Pesachim 5:2:2', 'Zevachim 7b:17'), ('JTmock Pesachim 5:2:2', 'Zevachim 7b:24')}",False
"{'JTmock Pesachim 5:2:4', 'Zevachim 8a'}",{'Leviticus 14.19'},set(),True
"{'Zevachim 9a', 'JTmock Pesachim 5:2:10'}",{'Leviticus 3.6'},set(),True
"{'JTmock Pesachim 5:2:10', 'Zevachim 8b'}","{'Leviticus 3.6', 'Leviticus 1.10'}","{('JTmock Pesachim 5:2:10', 'Zevachim 8b:6'), ('JTmock Pesachim 5:2:10', 'Zevachim 8b:5')}",False
"{'Pesachim 61a', 'JTmock Pesachim 5:3:2'}",{'Exodus 12.4'},set(),True
"{'JTmock Pesachim 5:4:7', 'Beitzah 7b'}",{'Mishnah Beitzah 1.1'},set(),True
"{'Zevachim 37a', 'JTmock Pesachim 5:6:2'}","{'Deuteronomy 12.27', 'Numbers 18.17'}",set(),True
"{'JTmock Pesachim 5:7:2', 'Pesachim 118a'}","{'Psalms 136:25', 'Psalms 136:2'}",set(),True
"{'JTmock Pesachim 5:8:3', 'Pesachim 65a'}","{'Tosefta Pesachim (Lieberman) 4.12', 'Keritot 22a:17'}","{('JTmock Pesachim 5:8:3', 'Pesachim 65a:9'), ('JTmock Pesachim 5:8:3', 'Pesachim 65a:12-65b:1')}",False
"{'JTmock Pesachim 5:8:3', 'Keritot 22a'}","{'Leviticus 17:10', 'Pesachim 65a:12'}","{('JTmock Pesachim 5:8:3', 'Keritot 22a:18'), ('JTmock Pesachim 5:8:3', 'Keritot 22a:17')}",False
"{'JTmock Pesachim 5:10:3', 'Yoma 25a'}","{'Sotah 40b:8', 'Sotah 41b:3'}",set(),True
"{'JTmock Pesachim 5:10:3', 'Yoma 69b'}","{'I Chronicles 17.16', 'Sotah 40b:10'}","{('JTmock Pesachim 5:10:3', 'Yoma 69b:1'), ('JTmock Pesachim 5:10:3', 'Yoma 69b:2')}",False
"{'Sotah 40b', 'JTmock Pesachim 5:10:3'}","{'Yoma 69b:2', 'Yoma 25a:6'}","{('JTmock Pesachim 5:10:3', 'Sotah 40b:10-41a:1'), ('JTmock Pesachim 5:10:3', 'Sotah 40b:8')}",False
"{'JTmock Pesachim 5:10:3', 'Sotah 41b'}",{'Yoma 25a:6'},set(),True
"{'Pesachim 66a', 'JTmock Pesachim 6:1:2'}","{'Numbers 9.2', 'Numbers 28.2'}","{('JTmock Pesachim 6:1:2', 'Pesachim 66a:9'), ('JTmock Pesachim 6:1:2', 'Pesachim 66a:4')}",False
"{'Sifrei Devarim 129', 'JTmock Pesachim 6:1:9'}",{'Deuteronomy 16.2'},set(),True
"{'Pesachim 70b', 'JTmock Pesachim 6:1:9'}","{'Exodus 12.5', 'Deuteronomy 16.2'}",set(),True
"{'Sifrei Devarim 134', 'JTmock Pesachim 6:1:9-10'}",{'Menachot 66a.4'},set(),True
"{'Menachot 66a', 'JTmock Pesachim 6:1:9-10'}",{'Sifrei Devarim 134:5'},set(),True
"{'JTmock Pesachim 6:1:11', 'Shabbat 116b'}",{'Proverbs 16.4'},set(),True
"{'Shabbat 75b', 'JTmock Pesachim 6:1:13'}",{'Shabbat 97b:7'},set(),True
"{'Shabbat 97b', 'JTmock Pesachim 6:1:13'}",{'Shabbat 75b:6'},set(),True
"{'JTmock Pesachim 6:1:14', 'Pesachim 59b'}",{'Exodus 23:18'},set(),True
"{'Shabbat 106a', 'JTmock Pesachim 6:1:18'}","{'JTmock Eruvin 10.12.3', 'Tosefta Shabbat (Lieberman) 8.4'}",set(),True
"{'Shabbat 94b', 'JTmock Pesachim 6:1:19'}",{'JTmock Shabbat 10.6.2'},set(),True
"{'Eruvin 17b', 'JTmock Pesachim 6:1:19'}","{'Exodus 16.29', 'JTmock Eruvin 3.4.5'}",set(),True
"{'Sifrei Bamidbar 69', 'JTmock Pesachim 6:3:4'}",{'Tosefta Pesachim (Lieberman) 8.2'},set(),True
"{'JTmock Pesachim 6:4:3', 'Pesachim 70a'}",{'Tosefta Pesachim (Lieberman) 5.3'},set(),True
"{'JTmock Pesachim 6:5:6', 'Shabbat 133b'}",{'Tosefta Shabbat (Lieberman) 15.4'},set(),True
"{'JTmock Pesachim 6:6:4', 'Pesachim 73b'}","{'Tosefta Pesachim (Lieberman) 6.6', 'Mishnah Pesachim 6.6'}",set(),True
"{'JTmock Pesachim 7:1:6', 'Menachot 96a'}","{'Numbers 2:20', 'Mishnah Menachot 11.5', 'Leviticus 24:7'}","{('JTmock Pesachim 7:1:6', 'Menachot 96a:11'), ('JTmock Pesachim 7:1:6', 'Menachot 96a:3-14')}",False
"{'JTmock Pesachim 7:2:4', 'Pesachim 75a'}","{'Exodus 12.8', 'Leviticus 13.24'}","{('JTmock Pesachim 7:2:4', 'Pesachim 75a:4'), ('JTmock Pesachim 7:2:4', 'Pesachim 75a:9')}",False
"{'Pesachim 84b', 'JTmock Pesachim 7:2:7'}",{'Exodus 12:46'},set(),True
"{'JTmock Pesachim 7:4:3', 'Pesachim 77a'}",{'Numbers 29.39'},set(),True
"{'Menachot 26a', 'JTmock Pesachim 7:5:7'}","{'Leviticus 17:6', 'Mishnah Menachot 3.4'}","{('JTmock Pesachim 7:5:7', 'Menachot 26a:9'), ('JTmock Pesachim 7:5:7', 'Menachot 26a:2')}",False
"{'Sifrei Bamidbar 111', 'JTmock Pesachim 7:6:2'}",{'Horayot 5b.8'},set(),True
"{'Pesachim 79b', 'JTmock Pesachim 7:6:2'}",{'Tosefta Pesachim (Lieberman) 6.2'},set(),True
"{'Horayot 5b', 'JTmock Pesachim 7:6:2'}","{'Tosefta Horayot 1.6', 'Sifrei Bamidbar 111:3', 'Numbers 15:26'}","{('JTmock Pesachim 7:6:2', 'Horayot 5b:8'), ('JTmock Pesachim 7:6:2', 'Horayot 5b:1'), ('JTmock Pesachim 7:6:2', 'Horayot 5b:9')}",False
"{'JTmock Pesachim 7:6:7', 'Horayot 3a'}",{'I Kings 8:65'},set(),True
"{'Pesachim 81b', 'JTmock Pesachim 7:7:3'}","{'Numbers 6.9', 'Numbers 9.10'}","{('JTmock Pesachim 7:7:3', 'Pesachim 81b:5'), ('JTmock Pesachim 7:7:3', 'Pesachim 81b:4')}",False
"{'Pesachim 81b', 'JTmock Pesachim 7:7:5'}",{'Tosefta Zavim 2:5'},set(),True
"{'Eruvin 79a', 'JTmock Pesachim 7:7:5'}","{'JTmock Eruvin 7:3:2', 'Tosefta Oholot 15:5'}",set(),True
"{'JTmock Pesachim 7:7:7', 'Pesachim 81b'}",{'Tosefta Zavim 2:5'},set(),True
"{'JTmock Pesachim 7:8:2', 'Pesachim 81b'}",{'Mishnah Pesachim 3.8'},set(),True
"{'JTmock Pesachim 7:8:2', 'Pesachim 82a'}",{'Mishnah Pesachim 3.8'},set(),True
"{'Zevachim 101a', 'JTmock Pesachim 7:9:3'}","{'Leviticus 6:23', 'Leviticus 10.18'}","{('JTmock Pesachim 7:9:3', 'Zevachim 101a:7'), ('JTmock Pesachim 7:9:3', 'Zevachim 101a:8')}",False
"{'JTmock Pesachim 7:9:3', 'Pesachim 83a'}","{'Zevachim 82a:11', 'Leviticus 10.18', 'Zevachim 82a:10', 'Zevachim 82a:9', 'Leviticus 6:23'}","{('JTmock Pesachim 7:9:3', 'Pesachim 83a:1'), ('JTmock Pesachim 7:9:3', 'Pesachim 83a:2'), ('JTmock Pesachim 7:9:3', 'Pesachim 83a:1-2')}",False
"{'JTmock Pesachim 7:9:3', 'Zevachim 82a'}","{'Mishnah Zevachim 8.12', 'Pesachim 83a:2', 'Leviticus 10.18', 'Pesachim 83a:1', 'Leviticus 6:23'}","{('JTmock Pesachim 7:9:3', 'Zevachim 82a:9-11'), ('JTmock Pesachim 7:9:3', 'Zevachim 82a:11'), ('JTmock Pesachim 7:9:3', 'Zevachim 82a:9'), ('JTmock Pesachim 7:9:3', 'Zevachim 82a:13-16')}",False
"{'JTmock Pesachim 7:10:2', 'Pesachim 84b'}",{'Pesachim 83a.10'},set(),True
"{'JTmock Pesachim 7:10:2', 'Pesachim 83a'}",{'Pesachim 84b:15'},set(),True
"{'Pesachim 84b', 'JTmock Pesachim 7:11:3'}","{'JTmock Pesachim 7:10:2', 'Exodus 12:46'}","{('JTmock Pesachim 7:11:3', 'Pesachim 84b:8'), ('JTmock Pesachim 7:11:3', 'Pesachim 84b:15')}",False
"{'JTmock Pesachim 7:12:3', 'Pesachim 86a'}","{'Tosefta Kelim Kamma 1:7', 'Tosefta Kelim Kamma 1:9', 'Lamentations 2.8'}","{('JTmock Pesachim 7:12:3-4', 'Pesachim 86a:3'), ('JTmock Pesachim 7:12:3-4', 'Pesachim 86a:9'), ('JTmock Pesachim 7:12:3', 'Pesachim 86a:13')}",False
"{'Pesachim 85b', 'JTmock Pesachim 7:13:2'}",{'Exodus 12:46'},set(),True
"{'JTmock Pesachim 7:13:3', 'Pesachim 86a'}","{'Exodus 12:46', 'Exodus 12.7'}",set(),True
"{'Sotah 27b', 'JTmock Pesachim 8:1:2'}",{'Numbers 5.22'},set(),True
"{'JTmock Pesachim 8:1:2', 'Nedarim 35b'}",{'Yevamot 12b.3'},set(),True
"{'JTmock Pesachim 8:1:2', 'Yevamot 12b'}",{'Nedarim 35b:5'},set(),True
"{'Pesachim 91b', 'JTmock Pesachim 8:1:6'}","{'JTmock Kiddushin 1.7.17', 'Deuteronomy 16.3'}","{('JTmock Pesachim 8:1:2-3:3', 'Pesachim 91b:15'), ('JTmock Pesachim 8:1:6', 'Pesachim 91b:15')}",False
"{'Sifrei Devarim 130', 'JTmock Pesachim 8:1:6'}","{'JTmock Kiddushin 1.7.17', 'Deuteronomy 16.3'}","{('JTmock Pesachim 8:1:6', 'Sifrei Devarim 130:1'), ('JTmock Pesachim 8:1:2-3:3', 'Sifrei Devarim 130:1')}",False
"{'Pesachim 91b', 'JTmock Pesachim 8:1:7'}","{'Exodus 12:3', 'JTmock Kiddushin 1.7.17'}","{('JTmock Pesachim 8:1:7', 'Pesachim 91b:8'), ('JTmock Pesachim 8:1:2-3:3', 'Pesachim 91b:15')}",False
"{'JTmock Pesachim 8:2:2', 'Pesachim 88b'}","{'Tosefta Pesachim (Lieberman) 7.5', 'Mishnah Pesachim 8.2'}",set(),True
"{'Pesachim 89a', 'JTmock Pesachim 8:3:2'}",{'Mishnah Pesachim 8.3'},set(),True
"{'JTmock Pesachim 8:3:4', 'Shabbat 148b'}",{'Mishnah Beitzah 5.2'},set(),True
"{'Pesachim 99a', 'JTmock Pesachim 8:4:3'}",{'Exodus 12.4'},set(),True
"{'Pesachim 78b', 'JTmock Pesachim 8:4:3'}",{'Exodus 12.4'},set(),True
"{'Yevamot 71a', 'JTmock Pesachim 8:6:3'}",{'Exodus 12:48'},set(),True
"{'JTmock Pesachim 8:7:2', 'Pesachim 79b'}",{'Tosefta Pesachim (Lieberman) 6.2'},set(),True
"{'JTmock Pesachim 8:8:9', 'Yevamot 71b'}",{'Joshua 5.2'},set(),True
"{'JTmock Pesachim 8:8:9', 'Seder Olam Rabbah 11'}",{'Joshua 5.2'},set(),True
"{'Pesachim 56a', 'JTmock Pesachim 9:1:6'}",{'Mishnah Pesachim 4.9'},set(),True
"{'JTmock Pesachim 9:1:6', ""Avot D'Rabbi Natan 2""}","{'Pesachim 56a:11', 'Pesachim 56a:9', 'II Kings 18:4', 'Pesachim 56a:8', 'Pesachim 56a:3', 'Mishnah Pesachim 4.9', 'Pesachim 56a:1', 'Pesachim 56a:5', 'Pesachim 56a:12', 'Pesachim 56a:13', 'Pesachim 56a:4', 'Pesachim 56a:7', 'Pesachim 56a:2', 'Pesachim 56a:6', 'Pesachim 56a:10'}",set(),True
"{'JTmock Pesachim 9:2:2', 'Pesachim 93b'}",{'Numbers 9.13'},set(),True
"{'Pesachim 94a', 'JTmock Pesachim 9:2:2'}",{'Numbers 9.13'},set(),True
"{'JTmock Pesachim 9:2:4', ""Avot D'Rabbi Natan 34""}","{'Numbers 9.10', 'Bamidbar Rabbah 3.13'}",set(),True
"{'Pesachim 95b', 'JTmock Pesachim 9:4:2'}",{'Leviticus 7.19'},set(),True
"{'JTmock Pesachim 9:5:2', 'Bereishit Rabbah 32'}",{'JTmock Megillah 1.11.3'},set(),True
"{'JTmock Pesachim 9:5:2', 'Avodah Zarah 5b'}",{'Genesis 6.19'},set(),True
"{'JTmock Pesachim 10:1:2', 'Pesachim 99b'}",{'Tosefta Berakhot (Lieberman) 5.1'},set(),True
"{'Pesachim 100a', 'JTmock Pesachim 10:1:2'}",{'Esther 7:8'},set(),True
"{'Pesachim 108b', 'JTmock Pesachim 10:1:11'}","{'Tosefta Pesachim (Lieberman) 10.1', 'Proverbs 23:31'}","{('JTmock Pesachim 10:1:11', 'Pesachim 108b:7'), ('JTmock Pesachim 10:1:11', 'Pesachim 108b:5')}",False
"{'JTmock Pesachim 10:1:12', 'Kohelet Rabbah 8:1'}",{'Ecclesiastes 8.1'},set(),True
"{'Pesachim 114a', 'JTmock Pesachim 10:2:2'}",{'Tosefta Pesachim (Lieberman) 10.2'},set(),True
"{'Pesachim 116a', 'JTmock Pesachim 10:3:3'}",{'Tosefta Pesachim (Lieberman) 10.10'},set(),True
"{'Megillah 14a', 'JTmock Pesachim 10:6:2'}","{'Arakhin 10b:6', 'Arakhin 10b:8', 'Arakhin 10b:7'}",set(),True
"{'Arakhin 10b', 'JTmock Pesachim 10:6:2'}","{'Megillah 14a:8', 'Megillah 14a:6', 'Megillah 14a:7'}",set(),True
"{'Rosh Hashanah 3a', 'JTmock Rosh Hashanah 1:1:2'}","{'II Chronicles 3.2', 'I Kings 6.1', 'Exodus 19.1', 'Numbers 33.38', 'Numbers 10:11'}","{('JTmock Rosh Hashanah 1:1:2', 'Rosh Hashanah 3a:8'), ('JTmock Rosh Hashanah 1:1:2', 'Rosh Hashanah 3a:5'), ('JTmock Rosh Hashanah 1:1:2', 'Rosh Hashanah 3a:6'), ('JTmock Rosh Hashanah 1:1:2', 'Rosh Hashanah 3a:3')}",False
"{'Sifrei Bamidbar 64', 'JTmock Rosh Hashanah 1:1:2'}","{'I Kings 9.10', 'Exodus 19.1', 'Ezekiel 40.1', 'Numbers 9.1', 'Haggai 1.1'}","{('JTmock Rosh Hashanah 1:1:2', 'Sifrei Bamidbar 64:2'), ('JTmock Rosh Hashanah 1:1:2', 'Sifrei Bamidbar 64:1')}",False
"{'JTmock Rosh Hashanah 1:1:3', 'Rosh Hashanah 10b'}",{'Genesis 8:13'},set(),True
"{'JTmock Rosh Hashanah 1:1:3', 'Rosh Hashanah 3a'}","{'Nehemiah 1.1', 'Nehemiah 2.1', 'Exodus 40.17'}","{('JTmock Rosh Hashanah 1:1:3', 'Rosh Hashanah 3a:3'), ('JTmock Rosh Hashanah 1:1:3', 'Rosh Hashanah 3a:5')}",False
"{'Sanhedrin 107a', 'JTmock Rosh Hashanah 1:1:5'}",{'I Kings 2:11'},set(),True
"{'Sukkah 49b', 'JTmock Rosh Hashanah 1:1:5'}",{'Proverbs 21.3'},set(),True
"{'JTmock Rosh Hashanah 1:1:6', 'Rosh Hashanah 4b'}","{'Beitzah 19b.12', 'Tosefta Arakhin 3.9'}","{('JTmock Rosh Hashanah 1:1:6', 'Rosh Hashanah 4b:4'), ('JTmock Rosh Hashanah 1:1:6', 'Rosh Hashanah 4b:1')}",False
"{'Beitzah 19b', 'JTmock Rosh Hashanah 1:1:6'}",{'Rosh Hashanah 4b:4'},set(),True
"{'JTmock Rosh Hashanah 1:1:7', 'Sifrei Devarim 63'}",{'Numbers 29.39'},set(),True
"{'JTmock Rosh Hashanah 1:1:9', 'Pesachim 59b'}","{'JTmock Pesachim 6:1:14', 'Exodus 23:18'}","{('JTmock Rosh Hashanah 1:1:9', 'Pesachim 59b:6'), ('JTmock Rosh Hashanah 1:1:8-13', 'Pesachim 59b:6')}",False
"{'JTmock Rosh Hashanah 1:1:10', 'Sifrei Bamidbar 118'}","{'Bekhorot 27b.7', 'Deuteronomy 15.20'}",set(),True
"{'JTmock Rosh Hashanah 1:1:10', 'Sifrei Devarim 125'}","{'Bekhorot 27b.4', 'Deuteronomy 15.20'}",set(),True
"{'Rosh Hashanah 6b', 'JTmock Rosh Hashanah 1:1:10'}",{'Tosefta Bekhorot 3:3'},set(),True
"{'JTmock Rosh Hashanah 1:1:10', 'Bekhorot 27b'}","{'Sifrei Bamidbar 118:1', 'Sifrei Devarim 125:1', 'Deuteronomy 15.20'}","{('JTmock Rosh Hashanah 1:1:10', 'Bekhorot 27b:4'), ('JTmock Rosh Hashanah 1:1:10', 'Bekhorot 27b:7')}",False
"{'JTmock Rosh Hashanah 1:1:10', 'Bekhorot 28a'}","{'Tosefta Bekhorot 3:4', 'Tosefta Bekhorot 3:1', 'Deuteronomy 15.20'}","{('JTmock Rosh Hashanah 1:1:10', 'Bekhorot 28a:5'), ('JTmock Rosh Hashanah 1:1:10', 'Bekhorot 28a:12'), ('JTmock Rosh Hashanah 1:1:10', 'Bekhorot 28a:10')}",False
"{'Sifrei Devarim 264', 'JTmock Rosh Hashanah 1:1:12-13'}",{'Deuteronomy 23.22'},set(),True
"{'Rosh Hashanah 5b', 'JTmock Rosh Hashanah 1:1:12-13'}",{'Deuteronomy 23.22'},set(),True
"{'Rosh Hashanah 6a', 'JTmock Rosh Hashanah 1:1:13'}",{'Deuteronomy 23:24'},set(),True
"{'JTmock Rosh Hashanah 1:1:14', 'Rosh Hashanah 7a'}","{'Numbers 28.14', 'Exodus 12.2', 'Tosefta Rosh Hashanah (Lieberman) 1.1'}","{('JTmock Rosh Hashanah 1:1:14', 'Rosh Hashanah 7a:3'), ('JTmock Rosh Hashanah 1:1:14', 'Rosh Hashanah 7a:4'), ('JTmock Rosh Hashanah 1:1:14', 'Rosh Hashanah 7a:17')}",False
"{'Bekhorot 58a', 'JTmock Rosh Hashanah 1:1:15'}",{'Tosefta Bekhorot 7:6'},set(),True
"{'Temurah 19b', 'JTmock Rosh Hashanah 1:1:16'}","{'Bekhorot 21b:1', 'Bekhorot 56a:10'}",set(),True
"{'Bekhorot 21b', 'JTmock Rosh Hashanah 1:1:16'}","{'Bekhorot 56a:10', 'Temurah 19b:15'}",set(),True
"{'Bekhorot 56a', 'JTmock Rosh Hashanah 1:1:16'}","{'Bekhorot 21b:1', 'Temurah 19b:15'}",set(),True
"{'JTmock Rosh Hashanah 1:1:16', 'Bekhorot 57b'}","{'Mishnah Bekhorot 9.6', 'Mishnah Bekhorot 9.5'}",set(),True
"{'Bekhorot 58a', 'JTmock Rosh Hashanah 1:1:16'}","{'Mishnah Bekhorot 9.6', 'Tosefta Bekhorot 7:6'}","{('JTmock Rosh Hashanah 1:1:16', 'Bekhorot 58a:17'), ('JTmock Rosh Hashanah 1:1:16', 'Bekhorot 58a:19')}",False
"{'Pesikta Rabbati 6', 'JTmock Rosh Hashanah 1:1:17'}",{'I Kings 6.38'},set(),True
"{'Rosh Hashanah 11a', 'JTmock Rosh Hashanah 1:1:17'}","{'I Kings 8:2', 'I Kings 6.1'}","{('JTmock Rosh Hashanah 1:1:17', 'Rosh Hashanah 11a:7'), ('JTmock Rosh Hashanah 1:1:17-2:2', 'Rosh Hashanah 11a:9')}",False
"{'Midrash Tanchuma Buber, Noach 17', 'JTmock Rosh Hashanah 1:1:17-2:2'}",{'I Kings 6.38'},set(),True
"{'Midrash Tanchuma, Noach 11', 'JTmock Rosh Hashanah 1:1:17-2:2'}",{'I Kings 6.38'},set(),True
"{'JTmock Rosh Hashanah 1:2:3', 'Rosh Hashanah 9b'}","{'Tosefta Sheviit (Lieberman) 2.3', 'Tosefta Rosh Hashanah (Lieberman) 1.8', 'JTmock Orlah 1.2.8', 'Leviticus 19.24'}","{('JTmock Rosh Hashanah 1:2:3', 'Rosh Hashanah 9b:13'), ('JTmock Rosh Hashanah 1:2:3', 'Rosh Hashanah 9b:11'), ('JTmock Rosh Hashanah 1:2:3', 'Rosh Hashanah 9b:9-13')}",False
"{'Rosh Hashanah 14a', 'JTmock Rosh Hashanah 1:2:5'}","{'Yevamot 15a:13', 'Eruvin 7a.10', 'Yevamot 15a:14'}",set(),True
"{'Yevamot 15a', 'JTmock Rosh Hashanah 1:2:5'}","{'Tosefta Sheviit (Lieberman) 4.21', 'Eruvin 7a.10', 'Eruvin 7a:11', 'Rosh Hashanah 14a:11'}","{('JTmock Rosh Hashanah 1:2:5', 'Yevamot 15a:13-14'), ('JTmock Rosh Hashanah 1:2:5', 'Yevamot 15a:13-15')}",False
"{'Eruvin 7a', 'JTmock Rosh Hashanah 1:2:5'}","{'Tosefta Sheviit (Lieberman) 4.21', 'Rosh Hashanah 14a:11', 'Yevamot 15a:13', 'Yevamot 15a:14', 'Yevamot 15a:15'}","{('JTmock Rosh Hashanah 1:2:5', 'Eruvin 7a:10'), ('JTmock Rosh Hashanah 1:2:5', 'Eruvin 7a:10-11')}",False
"{'Rosh Hashanah 16a', 'JTmock Rosh Hashanah 1:3:2'}","{'Job 7.18', 'Tosefta Rosh Hashanah (Lieberman) 1.13', 'I Kings 8:59'}","{('JTmock Rosh Hashanah 1:3:2', 'Rosh Hashanah 16a:7'), ('JTmock Rosh Hashanah 1:3:2', 'Rosh Hashanah 16a:11')}",False
"{'Pesikta Rabbati 40', 'JTmock Rosh Hashanah 1:3:2'}",{'Psalms 9:9'},set(),True
"{'Vayikra Rabbah 11', 'JTmock Rosh Hashanah 1:3:3'}",{'Bamidbar Rabbah 13.5'},set(),True
"{'JTmock Rosh Hashanah 1:3:4', 'Midrash Tanchuma, Vayetzei 5'}","{'Genesis 21:17', 'Job 11:11'}","{('JTmock Rosh Hashanah 1:3:4', 'Midrash Tanchuma, Vayetzei 5:1'), ('JTmock Rosh Hashanah 1:3:4', 'Midrash Tanchuma, Vayetzei 5:2')}",False
"{'JTmock Rosh Hashanah 1:3:4', 'Rosh Hashanah 16b'}",{'Genesis 21:17'},set(),True
"{'Pesikta Rabbati 15', 'JTmock Rosh Hashanah 1:3:5'}","{'Leviticus 23.4', 'Psalms 40.6', 'Psalms 81.5'}",set(),True
"{'Rosh Hashanah 8b', 'JTmock Rosh Hashanah 1:3:5'}",{'Psalms 81.5'},set(),True
"{'Rosh Hashanah 18a', 'JTmock Rosh Hashanah 1:3:6'}",{'Psalms 33:15'},set(),True
